catalog_id	child_asset_type	child_uid	content_date	download_date	lang_id	lang_manual	parent_uid	rel_pos	status_in_corpus	topic	unwrapped_md5	url	version	wrapped_md5
LDC2019E04	.mp4.ldcc	IC0019N5C	2015-02-13	2018-02-01	n/a	n/a	IC0011TK8	5.0	present	R103	3006172341e4d81e1ead18d3ec926b8b	https://www.youtube.com/embed/n2PTeUBCPAQ	V1	308f3b1d4719aaa7167bb2de74ed61d7
LDC2019E04	.ltf.xml	HC0000300	2014-03-30	2017-10-31	eng	eng	IC0011TKM	2.0	present	R103	8b32c2638ee466876ef327345e2403be	http://www.thedailybeast.com/exclusive-photos-of-kievs-russian-trained-killers	V1	d21361ff2dd1c2e2c445b3911f14a49c
LDC2019E04	.ltf.xml	HC0000301	2014-03-12	2017-10-31	eng	eng	IC0011TKU	2.0	present	R103	4a44fe3e68458eeeb2941bfc3976c2f1	http://stormcloudsgathering.com/the-ukraine-crisis-what-youre-not-being-told/	V1	af3a7fa199080af5eb91c98d7016c6ce
LDC2019E04	.jpg.ldcc	HC00001XQ	2014-04-03	2017-10-26	n/a	n/a	IC0011TKW	1.0	present	R103	a8daf39fbd2eee0fffe5e9f1f1d71153	https://img.thedailybeast.com/image/upload/v1492200431/articles/2014/04/03/ukraine-fingers-russian-advisors-and-ex-president-yanukovych-in-february-massacre/140329-dailybeast2-tease_kqrspa.jpg	V1	be254401292378ce0de76d957419844a
LDC2019E04	.ltf.xml	HC0000302	2014-04-03	2017-10-31	eng	eng	IC0011TKW	2.0	present	R103	c0fb28454f0ab9f9b8aa348267605738	http://www.thedailybeast.com/new-evidence-russian-spies-backed-kievs-killers	V1	a82c51caf4e27dd0d0b2107f5375e9de
LDC2019E04	.jpg.ldcc	HC000R9T3	2014-01-22	2017-12-01	n/a	n/a	IC0011TL5	3.0	present	R103	75bd507aa317185629e7dfdff782c519	http://ipress.ua/media/gallery/full/p/u/putin_-001_6.jpg	V1	89e5ba8dc9e4d1e10f83190228e01f7a
LDC2019E04	.ltf.xml	HC0001VKL	2014-01-22	2017-11-07	ukr	ukr	IC0011TL5	2.0	present	R103	a7b21fc98cfb35b7a59a1dc2d890983f	http://ipress.ua/news/smert_na_grushevskogo_pryyshla_z_kremlya_putin_hoche_izolyuvaty_yanukovycha_vid_svitu_40343.html	V1	2ab69ffe37ca1090ddd58e0bc5bba5a8
LDC2019E04	.ltf.xml	HC000Q7RA	2017-01-22	2017-11-27	ukr	ukr	IC0011U06	1.0	present	R103	357b8bac757ec413f2ab74b63d0daad9	http://www.pravda.com.ua/news/2014/01/22/7010588/	V1	bdacde2122414467f0199560c2beb955
LDC2019E04	.jpg.ldcc	IC0011U0C	2017-01-22	2018-01-05	n/a	n/a	IC0011U06	7.0	present	R103	bd3ad1d6bf1e23f3a387de17409ca5ed	http://img.pravda.com/images/doc/f/3/f3de958-rudenko-ingul-gok-uran--690_276x170.jpg	V1	85adb04e7d8879dac263cc1bd6744fe5
LDC2019E04	.jpg.ldcc	IC0011U0B	2017-01-22	2018-01-05	n/a	n/a	IC0011U06	6.0	present	R103	512945e55448a632a0fc2fbce41a7f17	http://img.pravda.com/images/doc/7/e/7e53471-86dd6ac-gosbanki-690x426_276x170.jpg	V1	fb3cb78d9ff92051c0ba64cea821b040
LDC2019E04	.jpg.ldcc	IC0011U0A	2017-01-22	2018-01-05	n/a	n/a	IC0011U06	5.0	present	R103	3b9744b14affc39d1b2d3896ef9c2c91	http://img.pravda.com/images/doc/3/f/3fb6b65-822267f-ukraine-01-glavn_276x170.jpg	V1	46f9473fc8002f2991abd3ac2bc03e35
LDC2019E04	.jpg.ldcc	IC0011U09	2017-01-22	2018-01-05	n/a	n/a	IC0011U06	4.0	present	R103	310e8d817d9daadb15c1932c8b8e896c	http://img.pravda.com/images/doc/1/3/13e47fb-242_300x185.jpg	V1	b4cfcb2718c8b9f4753452ce7e380f7c
LDC2019E04	.ltf.xml	HC000Q7PG	2015-11-25	2017-11-27	rus	rus	IC0011U4B	1.0	present	R103	32fe40f958793dd3fbca4ec5e43feefe	https://ria.ru/analytics/20151125/1328304582.html	V1	a58fa02209fb5b6cf7efc0fc963b5c4c
LDC2019E04	.jpg.ldcc	IC0011U4H	2015-11-25	2018-01-05	n/a	n/a	IC0011U4B	6.0	present	R103	9a7cf657b43690b085d2623eaf0d4276	https://cdn4.img.ria.ru/images/103453/58/1034535819.jpg	V1	b1369df6d71ea1e4894befabe65dd1f4
LDC2019E04	.jpg.ldcc	IC0011U4G	2015-11-25	2018-01-05	n/a	n/a	IC0011U4B	5.0	present	R103	fb5ce9007a47b7277a3cb6b099c1b011	https://cdn1.img.ria.ru/images/125045/84/1250458472.jpg	V1	f8513342ef66f2a466a78e44675f05b2
LDC2019E04	.jpg.ldcc	IC0011U4E	2015-11-25	2018-01-05	n/a	n/a	IC0011U4B	7.0	present	R103	10f2be43865fa9f64640deb24cc2594a	https://cdn2.img.ria.ru/images/99183/13/991831311.jpg	V1	5138b32e3355b99a4fa7b074961ba98c
LDC2019E04	.jpg.ldcc	IC0011U4F	2015-11-25	2018-01-05	n/a	n/a	IC0011U4B	3.0	present	R103	e7f0c2b9c8bf8c55e5cf64c91e91ae9d	https://cdn4.img.ria.ru/images/129780/40/1297804084.jpg	V1	d56175bc71e7913bf8c1e83df8ab4742
LDC2019E04	.ltf.xml	HC000Q7PK	2015-02-20	2017-11-27	rus	rus	IC0011UOQ	1.0	present	R103	7544833653ca48befe289d8916b6a9f8	https://lb.ua/news/2015/02/20/294296_20_fevralya_dal_komandu_strelyat.html	V1	f10d3625eff50e737f3164ed1b745498
LDC2019E04	.mp4.ldcc	IC0019N4T	2015-02-20	2018-02-01	n/a	n/a	IC0011UOQ	4.0	present	R103	72f429aca70827249ab09632472f964b	https://www.youtube.com/embed/M0kcCcB8YRM	V1	3f5a15326fed06a1053c64f40f51cf18
LDC2019E04	.mp4.ldcc	IC0019N91	2015-02-20	2018-02-01	n/a	n/a	IC0011UOQ	3.0	present	R103	594737beb4695ab5acbb8c5cbbdb3576	https://www.youtube.com/embed/vpROZaFt7R0	V1	88bd19cf61a519440eee199d338cd341
LDC2019E04	.ltf.xml	HC000Q7P6	2014-03-14	2017-11-27	rus	eng,rus	IC0011UQQ	1.0	present	R103	73fa1d5b59991c54c262de517f4be7c4	http://www.colta.ru/articles/society/2393	V1	3d1f23b6fa0301b01c2651cfe5437a85
LDC2019E04	.jpg.ldcc	IC0011UQU	2014-03-14	2018-01-05	n/a	n/a	IC0011UQQ	9.0	present	R103	122a938d407bdf18f0672aa4144abda5	http://fakty.ua/user_uploads/images/articles/2014/02/28/177724/1888949_10202407405599553_1589124524_o.jpg	V1	4d5ef7315eda99f97d46a9a86d6c303b
LDC2019E04	.jpg.ldcc	IC0011UQS	2014-03-14	2018-01-05	n/a	n/a	IC0011UQQ	8.0	present	R103	de0a3889150787de960f93c44804fd23	http://s2.postimg.org/x6r5jzf9l/lo2.jpg	V1	bdecffc8483fda91ced3c161daf1d051
LDC2019E04	.jpg.ldcc	IC0011UQT	2014-03-14	2018-01-05	n/a	n/a	IC0011UQQ	3.0	present	R103	a46fc5ecdd8646a38520d30fcd222363	http://www.colta.ru/storage/post/2393/detailed_picture.jpg	V1	ec32219622f2db8f8cb6d45e5916a31d
LDC2019E04	.mp4.ldcc	IC0019MY8	2014-03-14	2018-02-01	n/a	n/a	IC0011UQQ	11.0	present	R103	7ef12ce149e4bc1e52b43faddb13b760	//www.youtube.com/embed/B4OgynH-7Is	V1	6abed979a191a8850b80b335e2e864ba
LDC2019E04	.mp4.ldcc	IC0019MYS	2014-03-14	2018-02-01	n/a	n/a	IC0011UQQ	6.0	present	R103	2757452b7a49a379e9dca0ae720ac164	//www.youtube.com/embed/C2zZiZhajzw	V1	5f5dda4ce327116892e6a2c7e7eda4c5
LDC2019E04	.mp4.ldcc	IC0019N9T	2014-03-14	2018-02-01	n/a	n/a	IC0011UQQ	10.0	present	R103	7507d01447e44a410eeee32509577a32	//www.youtube.com/embed/WXuaU11oZ6Q	V1	38f970641874a6f6c3b5ca81d44d647f
LDC2019E04	.mp4.ldcc	IC0019NB3	2014-03-14	2018-02-01	n/a	n/a	IC0011UQQ	4.0	present	R103	736778ad9057aae2642ab2025934a34d	//www.youtube.com/embed/ZbaztMhe8ig	V1	c3938db477c6beb6e2ffd535f085a43d
LDC2019E04	.mp4.ldcc	IC0019NBE	2014-03-14	2018-02-01	n/a	n/a	IC0011UQQ	12.0	present	R103	ad27b33320ca96275bf4614677dacbb8	//www.youtube.com/embed/ZLoRaI5knLI	V1	e151c9bf98b8fdc1e57476033e374190
LDC2019E04	.mp4.ldcc	IC0019N3W	2014-03-14	2018-02-01	n/a	n/a	IC0011UQQ	13.0	present	R103	3f61cb7c9c430904e94b3ff5dfa6af52	//www.youtube.com/embed/kP9T_wGPWQw	V1	df9fc9d10c6b8bf057b834c4be2ac5e3
LDC2019E04	.mp4.ldcc	IC0019N42	2014-03-14	2018-02-01	n/a	n/a	IC0011UQQ	7.0	present	R103	df830d8abe3cc85d90cd4f74efd54e8d	//www.youtube.com/embed/kwLycgvPEmE	V1	c7f049a99cf68887c09c509261e04145
LDC2019E04	.mp4.ldcc	IC0019N6N	2014-03-14	2018-02-01	n/a	n/a	IC0011UQQ	5.0	present	R103	9f6db98dcc517eaa0cd71bf2137334d1	//www.youtube.com/embed/qSvj8F_Br4M	V1	ca5b03ae94c3b46db583f5f13999cd74
LDC2019E04	.ltf.xml	HC000Q7P7	2014-04-11	2017-11-27	rus	rus	IC0011UQX	n/a	present	R103	01913799d909a738f652f4aba03175f7	https://www.1tv.ru/news/2014-04-11/47947-kto_strelyal_na_maydane_nemetskoe_tv_provelo_sobstvennoe_rassledovanie	V1	ec9566ca54830e06eeafe79e5638f4a8
LDC2019E04	.ltf.xml	HC000Q7PM	2014-03-05	2017-11-27	rus	rus	IC0011UR7	n/a	present	R103	516b3360403c55b543dba231c3299924	https://www.vesti.ru/doc.html?id=1349312#/video/https%3A%2F%2Fplayer.vgtrk.com%2Fiframe%2Fvideo%2Fid%2F773889%2Fstart_zoom%2Ftrue%2FshowZoomBtn%2Ffalse%2Fsid%2Fvesti%2FisPlay%2Ftrue%2F%3Facc_video_id%3D582418	V1	00cc54396f851fd45437ddae54a9ce83
LDC2019E04	.jpg.ldcc	IC0011URD	2014-03-05	2018-01-05	n/a	n/a	IC0011UR7	7.0	present	R103	3135f4d477a4a21532aa787e7d25c5ee	https://cdn-st4.rtr-vesti.ru/p/nw_907343.jpg	V1	7a0c707eafc22a9b9954f3565132e330
LDC2019E04	.jpg.ldcc	IC0011URC	2014-03-05	2018-01-05	n/a	n/a	IC0011UR7	6.0	present	R103	b2621b4ec96bb35ad7eb5ea658828940	https://cdn-st3.rtr-vesti.ru/p/nw_907342.jpg	V1	783570b9dba08fa8a8f879a7de91e9bb
LDC2019E04	.jpg.ldcc	IC0011URB	2014-03-05	2018-01-05	n/a	n/a	IC0011UR7	3.0	present	R103	d8f33e12c07f5087a246b4e9208858e2	https://cdn-st2.rtr-vesti.ru/p/nw_907344.jpg	V1	4728e770188f0e6b1b025ddb0c6461c9
LDC2019E04	.jpg.ldcc	IC0011URA	2014-03-05	2018-01-05	n/a	n/a	IC0011UR7	2.0	present	R103	e8346792c323c53c5056648a372457c5	https://cdn-st1.rtr-vesti.ru/p/nw_907346.jpg	V1	abe505a88fdd0dd2e84ff2b125932b27
LDC2019E04	.jpg.ldcc	IC0011UR9	2014-03-05	2018-01-05	n/a	n/a	IC0011UR7	1.0	present	R103	4aa71fcb504017da7435f63b092b5e27	https://cdn-st1.rtr-vesti.ru/p/xw_907346.jpg	V1	638c30a8b0aad4a996ef04537ba5d32d
LDC2019E04	.jpg.ldcc	IC0011UL9	2014-03-31	2018-01-05	n/a	n/a	IC0011US9	17.0	present	R103	6a6a10d4f7c17a9d461674dcf9b30f69	http://www.mk.ru/upload/entities/2017/12/27/photoreportsImages/detailPicture/9b/d0/6b/28/4374246_3101748.jpg	V1	f975ef0afabc494d6e3759b0cba33f94
LDC2019E04	.jpg.ldcc	IC0011UL7	2014-03-31	2018-01-05	n/a	n/a	IC0011US9	15.0	present	R103	b6e2b5f54485df0a34d928f1497d7743	http://www.mk.ru/upload/entities/2017/12/28/photoreportsImages/detailPicture/25/1c/06/f7/1264183_8191667.jpg	V1	2e59f1e47354ae2756556b0083926791
LDC2019E04	.jpg.ldcc	IC0011UL6	2014-03-31	2018-01-05	n/a	n/a	IC0011US9	14.0	present	R103	72d40cbf8d552d113a436fa4af49d76e	http://www.mk.ru/upload/entities/2017/12/29/photoreportsImages/detailPicture/7a/5c/49/4b/5284151_3052057.jpg	V1	afd663a69143a345a38d632188310160
LDC2019E04	.jpg.ldcc	IC0011UL1	2014-03-31	2018-01-05	n/a	n/a	IC0011US9	19.0	present	R103	ecd5b1f352f1a6b0eacb81ad09986cf9	http://www.mk.ru/upload/entities/2017/12/31/photoreportsImages/detailPicture/ee/dc/ea/c5/765664_7414027.jpg	V1	72f49c31601036e832a5102fe4a1b4bb
LDC2019E04	.ltf.xml	HC000Q7PN	2014-03-31	2017-11-27	rus	rus	IC0011US9	2.0	present	R103	850501c56426d27b49e897cf592e7bc8	http://www.mk.ru/politics/article/2014/03/31/1006499-raskryitie-taynyi-snayperov-maydana-izmenit-ves-politicheskiy-rasklad-na-ukraine.html	V1	d2d364bb1b09ad6f26fd0cd46e08fde5
LDC2019E04	.jpg.ldcc	IC0011USH	2014-03-31	2018-01-05	n/a	n/a	IC0011US9	9.0	present	R103	a6d397309386c83a2cb5259db72cdf69	http://www.mk.ru/upload/iblock_mk/550/8c/8c/61/DETAIL_PICTURE__15540770.jpg	V1	b2393f12e40144ff5cbd132e80bac967
LDC2019E04	.ltf.xml	HC000Q7PO	2015-02-14	2017-11-27	rus	rus	IC0011UT1	1.0	present	R103	c61ce52ca70d0f2dbfdd2520057dbcd2	http://korrespondent.net/ukraine/politics/3479537-kto-strelial-na-maidane-rassledovanye-by-by-sy	V1	541e389b55bead2a91d73540cf4cb68d
LDC2019E04	.jpg.ldcc	IC0011UTD	2015-02-14	2018-01-05	n/a	n/a	IC0011UT1	7.0	present	R103	f213af7f1c29cee0a09abbd501522f2f	https://kor.ill.in.ua/m/190x120/2099507.jpg	V1	070b38bd9dfa003257e35d03fad74fad
LDC2019E04	.jpg.ldcc	IC0011UTC	2015-02-14	2018-01-05	n/a	n/a	IC0011UT1	6.0	present	R103	b0f082df19c00ea89d6045c906712f97	https://kor.ill.in.ua/m/190x120/2099377.jpg	V1	3d7b1ea58add2e55b1627069c0bd62ba
LDC2019E04	.jpg.ldcc	IC0011UTB	2015-02-14	2018-01-05	n/a	n/a	IC0011UT1	5.0	present	R103	ddcf558d55ef6f81a3a6f811b935f1ea	https://kor.ill.in.ua/m/190x120/2099317.jpg	V1	7004e6720440c0dd184949dc3c6794ef
LDC2019E04	.jpg.ldcc	IC0011UTA	2015-02-14	2018-01-05	n/a	n/a	IC0011UT1	3.0	present	R103	6385f79fcd8b612f9f81362c4aaa4908	https://kor.ill.in.ua/m/610x385/1580064.jpg	V1	53c63cdb6652d3d810dead1e6243b2a7
LDC2019E04	.jpg.ldcc	IC0011UT9	2015-02-14	2018-01-05	n/a	n/a	IC0011UT1	4.0	present	R103	ef56fe16305e95eafa1857bcc50f3cc2	https://kor.ill.in.ua/m/190x120/1580064.jpg	V1	4848f1eb76920a68baa0e1a4fd15d2f8
LDC2019E04	.jpg.ldcc	IC0011UT7	2015-02-14	2018-01-05	n/a	n/a	IC0011UT1	8.0	present	R103	6f93b8c1b928c3436917102bfcf55b48	https://kor.ill.in.ua/m/140x90/2100138.jpg	V1	2e8bb9bfbee69e71c02a8213f6a70dd4
LDC2019E04	.ltf.xml	HC000Q7QP	2017-05-04	2017-11-27	rus	rus	IC0011UTY	1.0	present	R103	11571ba1d537f368b3283adf0b0e95d4	http://mediamera.ru/post/20103	V1	74812e9be0d6a49ce20d5ea0f7399bf5
LDC2019E04	.mp4.ldcc	IC0019N44	2017-05-04	2018-02-01	n/a	n/a	IC0011UTY	3.0	present	R103	da4a3ca8371c4cc4bb514c77c2634bae	http://www.youtube.com/embed/KWob6AIntVM?rel=0	V1	7abda7efc4a6035c2bedbde5c8789744
LDC2019E04	.mp4.ldcc	IC0019NAK	2017-05-04	2018-02-01	n/a	n/a	IC0011UTY	5.0	present	R103	f10e7fb130143b648ad182d13a5f83a4	http://www.youtube.com/embed/YfJHAz3Lcyw?rel=0	V1	b0cc0c077a01e12d6c8c40f0b76010a1
LDC2019E04	.mp4.ldcc	IC0019NAM	2017-05-04	2018-02-01	n/a	n/a	IC0011UTY	6.0	present	R103	cf655837ea7c40bd3c0f8ec3195090db	http://www.youtube.com/embed/yLxSlq_hJu8?rel=0	V1	17186500b5ab1361bb30d0957b70d234
LDC2019E04	.mp4.ldcc	IC0019N3N	2017-05-04	2018-02-01	n/a	n/a	IC0011UTY	4.0	present	R103	86bb7891b9886e134f2ecf29085bc6dc	http://www.youtube.com/embed/kl6RUgAMaiA?rel=0	V1	806dcc8a5ee93f4964ae8504584e4133
LDC2019E04	.ltf.xml	HC000Q7PP	2014-03-13	2017-11-27	rus	rus	IC0011UU9	1.0	present	R103	6be0451760e2c16edfc6c7a9837f5c27	http://rian.com.ua/politics/20140313/340951940.html	V1	f14175aeb0f171ce8fd0b6c0c79a8931
LDC2019E04	.jpg.ldcc	IC0011UUQ	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	18.0	present	R103	20f1ba4b4b153cc6217a6eb381531799	https://rian.com.ua/images/103098/74/1030987495.jpg	V1	0d3ce69e81df0cc2b945209e8b3c2789
LDC2019E04	.jpg.ldcc	IC0011UUP	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	17.0	present	R103	7bcf7c20dcf3b94a820a264a7059e3b4	https://rian.com.ua/images/102590/51/1025905158.jpg	V1	465fc7d1be6a5998a9c6bec159b70635
LDC2019E04	.jpg.ldcc	IC0011UUO	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	15.0	present	R103	05dc847e2be2719ccc3565b45e3e94ca	https://rian.com.ua/images/101951/86/1019518628.jpg	V1	9e09fc220ef46b0e815b550f8ae539e8
LDC2019E04	.jpg.ldcc	IC0011UUN	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	14.0	present	R103	a88a43852e70578dde6f4fbcf23f9a66	https://rian.com.ua/images/102590/51/1025905153.jpg	V1	460ff7d09e24d85e63fc45f6ed0df732
LDC2019E04	.jpg.ldcc	IC0011UUM	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	13.0	present	R103	12b3da65f44c22bcf1740ee4dc06681e	https://rian.com.ua/images/103106/36/1031063605.jpg	V1	8507dd0cf53ea3e00d5c591638c837c7
LDC2019E04	.jpg.ldcc	IC0011UUL	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	12.0	present	R103	e75901ac02ec18f0474b6bf3578c3804	https://rian.com.ua/images/103105/47/1031054721.jpg	V1	8ec866b5ed2adf4d22253ac9a38fa2b0
LDC2019E04	.jpg.ldcc	IC0011UUK	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	11.0	present	R103	6a572f4c3a2b0f95f0e666fb5bfb478a	https://rian.com.ua/images/102981/42/1029814227.jpg	V1	7719b93c8fa3adf335dba362b647320a
LDC2019E04	.jpg.ldcc	IC0011UUJ	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	10.0	present	R103	238d63511158dcd1183c7ae357fe1b84	https://rian.com.ua/images/102542/25/1025422577.jpg	V1	6c88b307267a7751048d3c0de392c9ca
LDC2019E04	.jpg.ldcc	IC0011UUI	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	9.0	present	R103	53a8f7eb4ba9ef75130208f96a3babcb	https://rian.com.ua/images/101831/04/1018310415.jpg	V1	8181afc322541b2320181cb8a0a94b15
LDC2019E04	.jpg.ldcc	IC0011UUH	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	8.0	present	R103	ba8b93f68833b004db38e1b8f37eaa13	https://rian.com.ua/images/103101/25/1031012524.jpg	V1	3ea347066b83c218995baeac58b063f1
LDC2019E04	.jpg.ldcc	IC0011UUG	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	7.0	present	R103	7f2382e7098809db20904170237388fc	https://rian.com.ua/images/103101/66/1031016657.jpg	V1	627f1dd38b8e6e51c1a65322ec666960
LDC2019E04	.jpg.ldcc	IC0011UUD	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	16.0	present	R103	8304f3bf15ec1ee6c7eab5f78a13532b	https://rian.com.ua/images/33818/78/338187848.jpg	V1	f8818e4ee255a8ce32f016996dbdbd9a
LDC2019E04	.jpg.ldcc	IC0011UUE	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	5.0	present	R103	af67d555ad4eb3f4b007c6c6fd9919ef	https://rian.com.ua/images/103099/32/1030993246.jpg	V1	5ca2f17d778e732478ad0b3a9d52103d
LDC2019E04	.jpg.ldcc	IC0011UUF	2014-03-13	2018-01-05	n/a	n/a	IC0011UU9	6.0	present	R103	2decf62533eae304df57e7448c6fd5f0	https://rian.com.ua/images/103104/33/1031043317.jpg	V1	d2bbab5e371d053f5461f46020803740
LDC2019E04	.ltf.xml	HC000Q7PR	2016-02-20	2017-11-27	rus	rus	IC0011UUT	3.0	present	R103	7e383bcaa894f3d632cf48f517943770	http://news-mail.by/2016/02/20/rasstrel-berkuta-na-majdane/	V1	8cf9854f8b34e8093bcbd6b3b462fc32
LDC2019E04	.mp4.ldcc	IC0019N4W	2016-02-20	2018-02-01	n/a	n/a	IC0011UUT	n/a	present	R103	2165c979aeabdf762b23117a727e5415	http://www.youtube.com/embed/m6f9YKu8WQ8?version=3&rel=1&fs=1&autohide=2&showsearch=0&showinfo=1&iv_load_policy=1&wmode=transparent	V1	81c435a47fdc5db7a9f3bcf98e236877
LDC2019E04	.mp4.ldcc	IC0019N9I	2016-02-20	2018-02-01	n/a	n/a	IC0011UUT	n/a	present	R103	7f39ece2abe046cdc015d9d5c7ca84e4	http://www.youtube.com/embed/Wd3YXGD57Yw?version=3&rel=1&fs=1&autohide=2&showsearch=0&showinfo=1&iv_load_policy=1&wmode=transparent	V1	fa10f4bf464facd12e07b0f553d9d1a7
LDC2019E04	.mp4.ldcc	IC0019MZF	2016-02-20	2018-02-01	n/a	n/a	IC0011UUT	n/a	present	R103	40b02a8a25344d15327004c0961093c3	http://www.youtube.com/embed/cZz_VOa9REA?version=3&rel=1&fs=1&autohide=2&showsearch=0&showinfo=1&iv_load_policy=1&wmode=transparent	V1	b090beb38a65802ce1261ffa5ffebdb0
LDC2019E04	.mp4.ldcc	IC0019MZJ	2016-02-20	2018-02-01	n/a	n/a	IC0011UUT	n/a	present	R103	2018752757dcb0254c1e6b5ea8bf5631	//www.youtube.com/embed/D23_WlRsSOA	V1	6c00013cd81ad927e544287a06d44968
LDC2019E04	.ltf.xml	HC000Q7PS	2017-10-05	2017-11-27	rus	rus	IC0011UWM	1.0	present	R103	bf919a217d71d7d88beb9ba767da12ae	https://russian.rt.com/ussr/article/436671-maidan-rasstrel-sledstvie-sud	V1	152bbc31bfc9da60aee88a7f3382576b
LDC2019E04	.jpg.ldcc	IC0011UWP	2017-10-05	2018-01-05	n/a	n/a	IC0011UWM	3.0	present	R103	1d40ed73b416e5178435b84207fb154b	https://cdni.rt.com/russian/images/2017.10/original/59d4d1ac370f2cb7798b4567.jpg	V1	7af8858e4dd97f37ddd7bbf3d27edb94
LDC2019E04	.ltf.xml	HC000Q7QQ	2014-02-24	2017-11-27	rus	rus	IC0011UWY	3.0	present	R103	d912a501c642da49303be582dbb39f78	http://aillarionov.livejournal.com/623161.html	V1	2c2a802ce30764114a3cb5761a156a77
LDC2019E04	.ltf.xml	HC000Q7PT	2014-02-20	2017-11-27	rus	rus	IC0011UX8	10.0	present	R103	b48c45ab46d8d3d6b12f0296a6ea0048	https://m.online.ua/rus/news/632931/	V1	3a2aa199003e3cfdb3e34b0fe9034da7
LDC2019E04	.jpg.ldcc	IC0011UXR	2014-02-20	2018-01-05	n/a	n/a	IC0011UX8	21.0	present	R103	fa5874a065d29462c1fa51976f987b77	https://proxy11.online.ua/news/r2-6c38839bf8/280_5a4cc6ee27748.jpg	V1	21df18d2007ead425bb12382f53c62f4
