catalog_id	version	parent_uid	child_uid	url	child_asset_type	rel_pos	wrapped_md5	unwrapped_md5	download_date	content_date	status_in_corpus
LDC2018E01	V2.0	IC0011T08	IC0011T4U	http://i.dailymail.co.uk/i/pix/2018/01/05/13/47C8202700000578-0-image-m-55_1515160244736.jpg	.jpg.ldcc	91	e193590a21ff8212d197d6d0a001b0c7	65d6605418a6e7fcc0652997e995175a	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4T	http://i.dailymail.co.uk/i/pix/2018/01/05/01/47C4DD1B00000578-0-image-m-58_1515114886960.jpg	.jpg.ldcc	90	36cd94e7c8ac6f180359e71d7923db0b	74fd28183b5c9bfbda5b91f995dbbd39	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4S	http://i.dailymail.co.uk/i/pix/2018/01/05/04/47C54DB400000578-0-image-a-94_1515125643818.jpg	.jpg.ldcc	89	b1e6ed2d453cba31b37442d6ab0ff162	25e1964c5dcf4325f4aae8122a291e6c	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4R	http://i.dailymail.co.uk/i/pix/2018/01/05/12/47C6C4B700000578-0-image-m-66_1515154249617.jpg	.jpg.ldcc	88	72ed81381158db34e68db249deec14f0	2e43be73244323d33021345f1aedcd51	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4Q	http://i.dailymail.co.uk/i/pix/2018/01/05/12/47C7E13E00000578-0-image-a-24_1515155223077.jpg	.jpg.ldcc	87	69dba30e11090679887eff7ff1ebc131	0bcfe69508429bbf3b163f45ded3108e	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4P	http://i.dailymail.co.uk/i/pix/2018/01/05/07/47C5D0E900000578-0-image-m-81_1515136409281.jpg	.jpg.ldcc	85	89ede611cfa6576e04f453c1183febde	810d6a69b9ad0bdf78738d9ac23da2af	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4O	http://i.dailymail.co.uk/i/pix/2018/01/05/11/47C7C2F800000578-0-image-a-25_1515152877367.jpg	.jpg.ldcc	81	b45d524bb9329d023ea2dfbdf3c14f7a	e980ef4f6d3f97be9b98c9796e497a76	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4N	http://i.dailymail.co.uk/i/pix/2018/01/05/08/47C61A1200000578-0-image-m-25_1515142545672.jpg	.jpg.ldcc	78	797a18c6ee6f81595bd9a2745c15a57b	9a7923b46a2d7befc746770dd58f77b2	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4M	http://i.dailymail.co.uk/i/pix/2018/01/05/10/47C69CC800000578-0-image-a-33_1515147999908.jpg	.jpg.ldcc	77	feec2be7fafa6e8475b226c948cae4f3	9f3f86c3bf1ef975573c082d13aeed10	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4L	http://i.dailymail.co.uk/i/pix/2018/01/05/16/linkListItem-0-47C8CB1200000578-599_154x115.jpg	.jpg.ldcc	76	8f1aacca8479d81d99aa8176ee3475ee	915d7285766cbee890cd046897b77cec	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4K	http://i.dailymail.co.uk/i/pix/2018/01/05/07/47C5E08500000578-0-image-m-65_1515138005038.jpg	.jpg.ldcc	75	a9bc06ddd8cee7afac1da7d66ede8bd8	ee34b85d6413bed024bccd284e6a72a1	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4J	http://i.dailymail.co.uk/i/pix/2018/01/05/15/47C86D5800000578-0-image-m-13_1515164625178.jpg	.jpg.ldcc	74	b64fea97a1c5acb90e551d709e19f151	9e34214315ca7851f205d5ee5f341f10	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4I	http://i.dailymail.co.uk/i/pix/2018/01/04/18/47C1A10500000578-0-image-a-44_1515089184435.jpg	.jpg.ldcc	73	c5cbd8330355d126de5dd89f906ef0a4	b5c6e265d4648b354df442dfa86f2667	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4H	http://i.dailymail.co.uk/i/pix/2018/01/05/14/linkListItem-0-47C811D300000578-969_154x115.jpg	.jpg.ldcc	72	8ce21c4076a8f8b45d5f80e228ee670f	7ce8f03ef2f7a677cbfd4190ec74ec64	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4G	http://i.dailymail.co.uk/i/pix/2018/01/05/09/47C6386900000578-0-image-m-39_1515144955347.jpg	.jpg.ldcc	71	69c0b4cf9434ef99193447dcb9855029	37df0b11951bb29d3b0077cfeb645fb7	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4F	http://i.dailymail.co.uk/i/pix/2018/01/05/16/47C889FE00000578-0-image-a-21_1515171132815.jpg	.jpg.ldcc	69	0c1b47f59d81d7596d16502f1a88f96c	5242a330c7d78045d59986405c724b01	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4E	http://i.dailymail.co.uk/i/pix/2018/01/05/14/linkListItem-0-47C8562F00000578-352_154x115.jpg	.jpg.ldcc	68	b995039eead04a409f8c6d347e9c6f78	e50fc48d6a9849cf6a6f8754ba3b0284	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4D	http://i.dailymail.co.uk/i/pix/2018/01/05/16/47C8A0AB00000578-0-image-m-14_1515168148877.jpg	.jpg.ldcc	66	89a45b8b37a81b8ef21b641d9b1825e8	c2f8bb2ee7ed52b9c184c08f563352f9	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4C	http://i.dailymail.co.uk/i/pix/2018/01/05/12/47C7EFF200000578-0-image-m-10_1515157147936.jpg	.jpg.ldcc	63	7d38ba0f3821367127bb9479674c7c84	f2eb324d8c8c8d3ab01e9d3584527fc9	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4B	http://i.dailymail.co.uk/i/pix/2018/01/05/17/47C8E70D00000578-0-image-a-78_1515172563814.jpg	.jpg.ldcc	59	063f37e917c1d79c4c9704b19dc2acdb	831416282632b494a6e3f29d828c5f8e	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T4A	http://i.dailymail.co.uk/i/pix/2018/01/05/16/47C8B3F100000578-0-image-m-16_1515168593936.jpg	.jpg.ldcc	58	2e067b905f11a02f250eb096aceb89bb	92933f72059fd9bc0c03be9ac72a0070	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T49	http://i.dailymail.co.uk/i/pix/2018/01/05/16/linkListItem-0-47C8AFF800000578-143_154x115.jpg	.jpg.ldcc	57	c4b4e09841b54da2158785e6ae9880a6	d3a2670e3a74e2ac51c586e9093a90cb	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T48	http://i.dailymail.co.uk/i/pix/2018/01/05/12/47C7D8CB00000578-0-image-m-35_1515154664792.jpg	.jpg.ldcc	56	411548a0ecbcb2ed8fa779bc48f572b8	fae899b74c1433ba0a986ef56a6c2443	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T47	http://i.dailymail.co.uk/i/pix/2018/01/05/16/47C8AAA600000578-0-image-m-22_1515169302789.jpg	.jpg.ldcc	55	90ea8750c432cc097d00e2a30d1ebb69	2045abd085b08d1e639f1cdbc2b34155	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011T46	http://i.dailymail.co.uk/i/pix/2018/01/05/17/47C8E74900000578-0-image-a-25_1515172484657.jpg	.jpg.ldcc	54	7fcc860f640f09fe8831b24629768263	4652cc5b0897c0b6aba0b3c630ec97b9	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYM	http://i.dailymail.co.uk/i/pix/2018/01/04/22/47C241ED00000578-0-image-m-21_1515104128709.jpg	.jpg.ldcc	53	a7041403b2f78e01df987326b250eeaf	a9e754f993cad6fbcb859dfeb5244f59	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYL	http://i.dailymail.co.uk/i/pix/2018/01/05/00/05CDC59A000003E8-0-image-m-59_1515112041947.jpg	.jpg.ldcc	52	ba32d3a46e502202a547e734970404d0	f7d4851871336de12d6b78b28f66af77	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYK	http://i.dailymail.co.uk/i/pix/2018/01/04/21/47C2595000000578-0-image-m-27_1515102388804.jpg	.jpg.ldcc	51	1272e2e24930f81fc590102a97077cfb	d78db184b9e208d6598b18edb29c7648	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYJ	http://i.dailymail.co.uk/i/pix/2018/01/04/18/47C20E1D00000578-0-image-m-30_1515091657025.jpg	.jpg.ldcc	50	aab0691d56b99206e2737b7989fa38d6	60475c9ec0134ccad884115113cb0a47	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYI	http://i.dailymail.co.uk/i/pix/2018/01/05/00/47C4C28500000578-0-image-m-59_1515113441879.jpg	.jpg.ldcc	49	ff10a48aabbba3d257230a91ee0ecc23	7d440c2d23bcda4ac3e03279bacf4b18	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYH	http://i.dailymail.co.uk/i/pix/2018/01/04/21/47C24CCB00000578-0-image-a-19_1515101285891.jpg	.jpg.ldcc	48	b48074f7e0d24b6b7ab49e23bce70d43	72805635bafdd4c860462d33f5cabddc	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYG	http://i.dailymail.co.uk/i/pix/2018/01/04/22/47C4493D00000578-0-image-a-10_1515105528789.jpg	.jpg.ldcc	47	2bc57e58b2843195cd58c40071c72464	7f7ae2c0e8fcfbac9f54b8165bd78d11	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYF	http://i.dailymail.co.uk/i/pix/2018/01/04/23/47C4966C00000578-0-image-m-38_1515110138509.jpg	.jpg.ldcc	46	562776eefc696cfa603a82919397f083	29dd8dc8b155669a494573e2540f1996	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYE	http://i.dailymail.co.uk/i/pix/2018/01/04/18/47C1F74E00000578-0-image-a-95_1515091544473.jpg	.jpg.ldcc	45	80c5a46483acb541d69eb0c6aa952547	a33ab17e833a795f94cefb99a68e5b14	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYD	http://i.dailymail.co.uk/i/pix/2018/01/04/19/47C1DA0700000578-0-image-m-36_1515093099050.jpg	.jpg.ldcc	44	c442e2627e8617bbb797410a13dc6c79	b8fdf80b9405e4546c567c3d6b850ff9	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYC	http://i.dailymail.co.uk/i/pix/2018/01/05/02/47C4FCCF00000578-0-image-a-23_1515118133200.jpg	.jpg.ldcc	42	2cc7d7fd6c0fd5fe63258d80e4f3c1f3	1bf74c82eb781497b795e7c03d30d8ba	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SYB	http://i.dailymail.co.uk/i/pix/2018/01/04/14/47BCBF2900000578-0-image-m-55_1515075896595.jpg	.jpg.ldcc	39	aff0f05377b50f3e4991a2d6a6394b32	bbadc35b6ba6248fbade31666d682c57	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SY5	http://i.dailymail.co.uk/i/pix/2018/01/05/09/47C6095D00000578-0-image-m-16_1515143642386.jpg	.jpg.ldcc	26	dba637b383df7ce492ff6948e285d068	2837f4f930a2f29d178aa0fff591f5fa	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SY4	http://i.dailymail.co.uk/i/pix/2018/01/05/16/47C52EC900000578-0-image-m-33_1515169221868.jpg	.jpg.ldcc	25	fa42230bc83790e306477ad4c2bb4014	66b10564b70f99c0d6f420c025547c9c	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SY3	http://i.dailymail.co.uk/i/pix/2018/01/05/04/47C55B2400000578-0-image-a-42_1515127748234.jpg	.jpg.ldcc	24	9870a0da9e7adf38207d8e7a0630eac0	d7c7382b989cb428a0f63b16ae8c4de0	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SY2	http://i.dailymail.co.uk/i/pix/2018/01/05/06/47C5A16E00000578-0-image-a-61_1515133753655.jpg	.jpg.ldcc	23	9b6dcbe082a4b0904622b37da61ed543	f763aba99da0bc6cda9326ee6401de72	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SY1	http://i.dailymail.co.uk/i/pix/2018/01/05/14/47C8520D00000578-0-image-m-19_1515163475538.jpg	.jpg.ldcc	20	558835057d12f27367425458ee8a9309	049ff8a854b8009032912d4668c08347	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SY0	http://i.dailymail.co.uk/i/pix/2018/01/05/11/47C6A4E400000578-0-image-a-11_1515150187742.jpg	.jpg.ldcc	19	5dc32d9ed49834485881bbeca5e7392b	3767c468e36a60783e9ab37365b82afe	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SXZ	http://i.dailymail.co.uk/i/pix/2018/01/05/13/47C80B1F00000578-0-image-m-39_1515157956315.jpg	.jpg.ldcc	18	e6ad03af408a0cbaf44c73e7a83c1675	0026e888e66718cc07e792e59f246676	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SXY	http://i.dailymail.co.uk/i/pix/2018/01/05/16/47C8A60500000578-0-image-m-20_1515168371830.jpg	.jpg.ldcc	16	83d077d07ab89ab12ef15af3e68c6714	c4705b8f7fb63f1cf0d5eafa2e3cf8dc	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SXX	http://i.dailymail.co.uk/i/pix/2018/01/05/15/47C82B4C00000578-0-image-a-41_1515164496888.jpg	.jpg.ldcc	12	7cf800b4c5f514bc7f4de46a30ec4d61	cfa084cbbaf7115a37882b14082b3838	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SXW	http://i.dailymail.co.uk/i/pix/2018/01/05/14/47C856DB00000578-0-image-a-11_1515162545495.jpg	.jpg.ldcc	11	12463be90f468184aea0b47d1285d93b	71144bb882218831623334a9056515d6	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SXV	http://i.dailymail.co.uk/i/pix/2018/01/05/16/47C8941800000578-0-image-m-10_1515169535972.jpg	.jpg.ldcc	8	bb20d7f55c20281c20391eabbbc0e525	06de26444f9752c9d2fd5ef5e42b752d	2018-01-05	2014-10-31	present
LDC2018E01	V2.0	IC0011T08	IC0011SXU	http://i.dailymail.co.uk/i/pix/2018/01/05/14/47C85CE800000578-0-image-a-12_1515162823521.jpg	.jpg.ldcc	7	4a871efc6d3ab2d7fb916a5c74423516	1cf0063aba592172791e55b568005bfc	2018-01-05	2014-10-31	present
